Date,JPM_Open,JPM_High,JPM_Low,JPM_Close,JPM_Adj_Close,JPM_Volume,JPM_Dividend,VIX_Close,RiskFreeRate_3M,RiskFreeRate_1Y,RiskFreeRate_10Y,Daily_Return,Volatility_21D,Dividend_Yield,Dividend_Growth,RiskFreeRate_3M_Decimal,RiskFreeRate_1Y_Decimal,RiskFreeRate_10Y_Decimal,VIX_Return,VIX_JPM_Corr,Rate_MA5,Rate_MA20,Interest_Rate_Momentum,Sentiment_Score,Article_Count,Chooser_Price,Intrinsic_Value,Pricing_Bias,Vol_t+1,Return_lag1,Return_lag2,Return_lag5,Return_lag21,Vol_lag1,Vol_lag5,Vol_lag21,VIX_lag1,VIX_MA20,VIX_ratio,Vol_max_21D,Vol_min_21D,Price_MA20,Price_ratio,VIX_JPM_Corr_lag1,Sentiment_lag1,Rate_Spread_1Y_3M,Rate_Spread_10Y_3M,Vol_change_5D,VIX_change_5D
2018-02-01,115.7699966430664,116.98999786376952,115.4800033569336,116.87000274658205,93.48383331298828,13800600,0.0,13.470000267028809,1.48,1.89,2.78,0.0103208351413072,0.1098804639508819,0.0047916487279827,0.0,0.0148,0.0189,0.0278,-0.0051698445362948,-0.2421141410752638,0.01446,0.0143549999999999,0.000105,0.7404842338697037,0,31.2836179095314,0.0,31.2836179095314,0.1429603809694567,,,,,,,,,,,,,,,,,0.0040999999999999995,0.012999999999999998,,
2018-02-02,116.48999786376952,116.91999816894533,114.08999633789062,114.27999877929688,91.412109375,16477300,0.0,17.309999465942383,1.48,1.88,2.84,-0.0224105582254278,0.1429603809694567,0.0049002450645934,0.0,0.0148,0.0187999999999999,0.0283999999999999,0.2850778858789582,-0.5682268840660003,0.0146,0.01439,0.00021,0.6733232726330167,0,34.0599660069424,0.0,34.0599660069424,0.22484708651325,0.0103208351413072,,,,0.1098804639508819,,,13.470000267028809,,,,,,,-0.2421141410752638,0.7404842338697037,0.0039999999999998995,0.0135999999999999,,
2018-02-05,113.0,114.58999633789062,103.9800033569336,108.8000030517578,87.0286636352539,30097600,0.0,37.31999969482422,1.51,1.85,2.77,-0.0491404259117412,0.22484708651325,0.0051470586791583,0.0,0.0151,0.0185,0.0277,1.1559792516603906,-0.8655778695022966,0.01474,0.01445,0.00029,0.3583060578884149,0,40.506424597744925,0.0,40.506424597744925,0.2462748173769474,-0.0224105582254278,0.0103208351413072,,,0.1429603809694567,,,17.309999465942383,,,,,,,-0.5682268840660003,0.6733232726330167,0.0033999999999999985,0.012599999999999998,,
2018-02-06,106.8499984741211,112.4800033569336,106.61000061035156,112.11000061035156,89.67632293701172,32132000,0.0,29.979999542236328,1.52,1.87,2.79,0.0299692444187297,0.2462748173769474,0.0049950940768106,0.0,0.0152,0.0187,0.0279,-0.196677390477199,-0.8763140573925036,0.0149,0.0144849999999999,0.000415,0.4816966382498668,0,38.41700033017639,0.0,38.41700033017639,0.2469119369969422,-0.0491404259117412,-0.0224105582254278,,,0.22484708651325,,,37.31999969482422,,,,,,,-0.8655778695022966,0.3583060578884149,0.0035000000000000014,0.012700000000000001,,
2018-02-07,111.5500030517578,114.4499969482422,111.1500015258789,112.87000274658205,90.28424072265624,21878300,0.0,27.729999542236328,1.55,1.91,2.84,0.0067561479656935,0.2469119369969422,0.0049614599660932,0.0,0.0155,0.0191,0.0283999999999999,-0.0750500345015069,-0.8768919647645703,0.01508,0.01454,0.0005399999999999,0.5160203923166796,0,37.81550947038873,0.0,37.81550947038873,0.2954167429376613,0.0299692444187297,-0.0491404259117412,,,0.2462748173769474,,,29.979999542236328,,,,,,,-0.8763140573925036,0.4816966382498668,0.003599999999999999,0.012899999999999901,,
2018-02-08,113.11000061035156,113.11000061035156,107.83999633789062,107.87999725341795,86.29275512695312,27425800,0.0,33.459999084472656,1.55,1.91,2.85,-0.0452172791446312,0.2954167429376613,0.005190953042801,0.0,0.0155,0.0191,0.0285,0.2066353998134333,-0.7864524430536687,0.01522,0.0146049999999999,0.000615,0.4066888338611693,0,43.46481847378694,0.0,43.46481847378694,0.3012998911493583,0.0067561479656935,0.0299692444187297,0.0103208351413072,,0.2469119369969422,0.1098804639508819,,27.729999542236328,,,,,,,-0.8768919647645703,0.5160203923166796,0.003599999999999999,0.013000000000000001,1.688528354500912,1.4840384870944927
2018-02-09,109.0999984741211,111.0500030517578,106.2300033569336,110.04000091552734,88.02055358886719,28188000,0.0,29.059999465942383,1.55,1.89,2.83,0.0198247060124486,0.3012998911493583,0.0050890584818323,0.0,0.0155,0.0189,0.0283,-0.1315002910616373,-0.7918798279103892,0.01536,0.014665,0.000695,0.4729505923778186,0,42.14591722925547,0.0,42.14591722925547,0.3055274135654264,-0.0452172791446312,0.0067561479656935,-0.0224105582254278,,0.2954167429376613,0.1429603809694567,,33.459999084472656,,,,,,,-0.7864524430536687,0.4066888338611693,0.0034000000000000002,0.012799999999999999,1.1075761627533058,0.6787984033805579
2018-02-12,111.16999816894533,112.7300033569336,110.06999969482422,111.73999786376952,89.38035583496094,18043300,0.0,25.61000061035156,1.62,1.93,2.86,0.0153305739285008,0.3055274135654264,0.0050116342465187,0.0,0.0162,0.0192999999999999,0.0286,-0.1187198526838975,-0.7967204712666193,0.01558,0.01476,0.0008199999999999,0.5267095253010493,0,41.09866413417781,0.0,41.09866413417781,0.3008027138817191,0.0198247060124486,-0.0452172791446312,-0.0491404259117412,,0.3012998911493583,0.22484708651325,,29.059999465942383,,,,,,,-0.7918798279103892,0.4729505923778186,0.0030999999999999014,0.012400000000000001,0.3588230930776237,-0.3137727540254155
2018-02-13,111.31999969482422,113.0500030517578,110.8000030517578,112.43000030517578,89.93228912353516,16358200,0.0,24.96999931335449,1.59,1.95,2.83,0.0061561194615059,0.3008027138817191,0.0049808769766072,0.0,0.0159,0.0195,0.0283,-0.0249902882367906,-0.8064014407893074,0.01572,0.01483,0.00089,0.5294957943101433,0,40.44625393850527,0.0,40.44625393850527,0.3107372767553669,0.0153305739285008,0.0198247060124486,0.0299692444187297,,0.3055274135654264,0.2462748173769474,,25.61000061035156,,,,,,,-0.7967204712666193,0.5267095253010493,0.003599999999999999,0.012399999999999998,0.22141076820417038,-0.16711141779117333
2018-02-14,112.62999725341795,115.2699966430664,112.52999877929688,115.02999877929688,92.01203918457033,15186900,0.0,19.26000022888184,1.58,1.98,2.91,0.0228623850830194,0.3107372767553669,0.0048682952789945,0.0,0.0158,0.0197999999999999,0.0291,-0.2286743789143328,-0.816784379715109,0.01578,0.0149,0.0008799999999999,0.6243507346524341,0,39.33880356423859,0.0,39.33880356423859,0.3103598715502972,0.0061561194615059,0.0153305739285008,0.0067561479656935,,0.3008027138817191,0.2469119369969422,,24.96999931335449,,,,,,,-0.8064014407893074,0.5294957943101433,0.0039999999999998995,0.0133,0.25849434634347035,-0.305445346309999
2018-02-15,115.73999786376952,115.98999786376952,114.22000122070312,115.51000213623048,92.39598846435548,12130200,0.0,19.1299991607666,1.58,1.99,2.9,0.0041641336278803,0.3103598715502972,0.0048480650129288,0.0,0.0158,0.0199,0.0289999999999999,-0.0067497957720835,-0.817390215354256,0.01584,0.014965,0.000875,0.624826047157087,0,39.03315501857031,0.0,39.03315501857031,0.3116175932851426,0.0228623850830194,0.0061561194615059,-0.0452172791446312,,0.3107372767553669,0.2954167429376613,,19.26000022888184,,,,,,,-0.816784379715109,0.6243507346524341,0.0040999999999999995,0.0131999999999999,0.05058321496621887,-0.42827257369400196
2018-02-16,114.5500030517578,116.06999969482422,114.5,114.68000030517578,91.7320785522461,13214300,0.0,19.459999084472656,1.62,2.0,2.87,-0.0072114240926293,0.3116175932851426,0.0048831531087354,0.0,0.0162,0.02,0.0287,0.0172503888229564,-0.8113988602494815,0.01598,0.0150549999999999,0.000925,0.6145397776311758,0,39.553781838220054,0.0,39.553781838220054,0.3114550697924937,0.0041641336278803,0.0228623850830194,0.0198247060124486,,0.3103598715502972,0.3012998911493583,,19.1299991607666,,,,,,,-0.817390215354256,0.624826047157087,0.0038000000000000013,0.0125,0.03424396237391836,-0.3303510171333862
2018-02-20,114.6500015258789,115.38999938964844,113.97000122070312,114.70999908447266,91.75605010986328,13461500,0.0,20.600000381469727,1.66,2.01,2.88,0.000261287287939,0.3114550697924937,0.0048818760741826,0.0,0.0166,0.0200999999999999,0.0288,0.0585817754691821,-0.8193877101162871,0.01606,0.015165,0.000895,0.6002122913259326,0,39.48352509254728,0.0,39.48352509254728,0.3092326673852346,-0.0072114240926293,0.0041641336278803,0.0153305739285008,,0.3116175932851426,0.3055274135654264,,19.459999084472656,,,,,,,-0.8113988602494815,0.6145397776311758,0.003499999999999899,0.012199999999999999,0.01940138908614797,-0.19562671259198605
2018-02-21,115.0,117.4499969482422,114.66999816894533,115.19000244140624,92.14000701904295,14212500,0.0,20.020000457763672,1.64,2.03,2.94,0.0041758096732235,0.3092326673852346,0.0048615330161561,0.0,0.0163999999999999,0.0203,0.0294,-0.0281553355808565,-0.8201001973268209,0.01616,0.015265,0.000895,0.6038232176441625,0,39.09507043303694,0.0,39.09507043303694,0.3092886843549103,0.000261287287939,-0.0072114240926293,0.0061561194615059,,0.3114550697924937,0.3008027138817191,,20.600000381469727,,,,,,,-0.8193877101162871,0.6002122913259326,0.003900000000000098,0.013000000000000098,0.02802485853512038,-0.19823784508249676
2018-02-22,115.5,116.43000030517578,114.76000213623048,114.9800033569336,91.97205352783205,17070400,0.0,18.71999931335449,1.63,2.02,2.92,-0.0018244707848129,0.3092886843549103,0.0048704121034123,0.0,0.0163,0.0202,0.0292,-0.0649351206135984,-0.8152632573423996,0.01626,0.015365,0.000895,0.6213778802491512,0,39.23443665101025,0.0,39.23443665101025,0.3140152640325137,0.0041758096732235,0.000261287287939,0.0228623850830194,,0.3092326673852346,0.3107372767553669,,20.020000457763672,,,,,,,-0.8201001973268209,0.6038232176441625,0.0039000000000000007,0.012900000000000002,-0.004661791515914615,-0.028037430379547867
